Epoch,train_loss,train_acc,intra_session_loss,intra_session_acc,inter_session_loss,inter_session_acc
0,1.7492312196725475,34.43056943056943,1.6978928751888729,36.14030171407221,1.6819112647937824,36.93306693306693
1,1.600236422337663,39.92257742257742,1.5490281947311901,40.74074074074074,1.5405318103259122,41.28871128871129
2,1.487123901089921,44.54795204795205,1.4673146548725309,43.85596188874877,1.444085786614237,43.726273726273725
3,1.3301237928219878,48.603896103896105,1.2912843106758027,50.57680631451123,1.313141012493568,49.17082917082917
4,1.3264032727994097,49.06093906093906,1.4885121541363853,43.510345149689414,1.4737437118457843,43.45654345654346
5,1.291752395157616,50.22477522477522,1.2719627569119136,51.903227313063375,1.276449701454066,50.7992007992008
6,1.2572041011085144,51.28371628371629,1.2841800121324403,51.35210872915791,1.347272719009013,48.64135864135864
7,1.231298936822544,52.217782217782215,1.2157483977221308,54.187100088739435,1.2195748558527306,52.78721278721279
8,1.2209618729524339,52.78971028971029,1.2005096698800723,54.831628602120404,1.2044931152198888,53.676323676323676
9,1.1883730903601113,54.54295704295704,2.1724472230389003,24.931110177011817,2.2263099800182293,23.426573426573427
10,1.1913839169203664,55.604395604395606,1.1881954730266617,55.49950959787025,1.1752827386312847,55.494505494505496
11,1.1623117754253716,56.908091908091905,1.179397651482196,56.559712297417214,1.1336547317384165,57.97202797202797
12,1.1261569983281268,57.98951048951049,1.2056102142447518,55.01377796459764,1.160726339002199,56.053946053946056
13,1.0830312512172298,59.0034965034965,1.1464536881872587,57.965531736023536,1.0895053600963158,59.49050949050949
14,1.2299742673913512,53.379120879120876,1.5844722858497076,38.99397505954883,1.5766911868807636,38.561438561438564
