Epoch,train_loss,train_acc,intra_session_loss,intra_session_acc,inter_session_loss,inter_session_acc
0,1.7771116896317556,33.68914279986971,1.7773362667787642,34.64287382631849,1.599719871313144,38.71743486973948
1,1.5115473090838163,44.087799744418554,1.7099564235125269,38.45471107581632,1.380541946643438,49.14829659318637
2,1.3766043503315022,49.66047758650931,1.6966740088093848,39.459055449152146,1.2927165237756877,52.655310621242485
3,1.2997103998294244,52.6447668445714,1.6179074119953882,42.247862848600924,1.2395672989197266,54.93987975951904
4,1.2352815977273843,55.56641359091934,1.931374023535422,37.67459242303919,1.2504604359467824,54.3687374749499
5,1.1613025734057794,58.964143426294825,1.6937871094615686,41.86481057597982,1.1450464053031726,59.62925851703407
6,1.0889865763676472,61.610163121100506,1.993602282057206,42.9111972719204,1.1320650715094347,60.611222444889776
7,1.0199132850154853,64.30880252574607,1.769016515108801,46.125099266595036,0.9723173975944519,66.62324649298597
8,0.9694173370416348,65.8974166228169,1.8990690167106332,46.746391367309755,0.954906030343129,66.49298597194388
9,0.9255913688968389,67.42338820817359,1.8295923828014307,47.21819965431868,0.9000897545080918,68.69739478957916
10,0.888917421301206,68.86416597759903,1.6629620895144486,49.48848507497547,0.8765389048136197,69.29859719438878
11,0.8420266191928815,70.27738104187026,1.7893309816718102,49.44177138319241,0.8027991927587069,71.73346693386773
12,0.8070375818090562,71.76827282066702,1.751275302930957,51.66067174288784,0.7866585212640274,72.17434869739479
13,0.7790036872029305,72.54503996592247,1.8421090592940648,50.404073433923486,0.7956896007825167,72.25450901803607
14,0.7669730854149048,73.06873136385276,1.7594891082318056,51.67468585042276,0.7499666000023867,73.29659318637275
