Epoch,train_loss,train_acc,intra_session_loss,intra_session_acc,inter_session_loss,inter_session_acc
0,1.4507132513454546,43.85241806554756,1.243607838593778,51.07662192393736,1.249135590806792,51.083591331269346
1,1.2442257442413427,50.801858513189444,1.2115324721449898,52.106636838180464,1.1927904154680953,53.39059223010087
2,1.1943237703448286,53.98930855315748,1.1876505542369116,53.570096942580165,1.130280726318118,57.56516528512933
3,1.127113217743822,57.3790967226219,1.1686360605415844,57.62024608501119,1.159458404854883,57.30550284629981
4,1.0518954731404973,62.04036770583533,1.1178612065102373,58.72017151379568,0.9914201249050189,64.55607709977029
5,1.0045962164196343,64.15117905675459,1.134209814525786,59.647651006711406,0.9772699641276009,65.62468790572257
6,0.9704707801913302,65.9697242206235,1.1175796441024257,59.53579418344519,0.9406355287455306,65.4948566863078
7,0.9348522177138648,67.2412070343725,1.055740905127355,62.75167785234899,0.9049218900596039,69.1800659143114
8,0.9023873242326438,68.49020783373302,1.0656981466426736,61.52591349739001,0.8726514819302137,70.25866373714172
9,0.8707941587740621,69.79916067146283,1.0347830740114052,63.69780014914243,0.8667769349074061,70.79796264855688
10,0.8372325318309065,71.17056354916068,1.0677053770493894,62.87285607755406,0.8337899163553987,71.85658643763108
11,0.8152248425224718,71.85251798561151,1.049707875897487,63.14783743475019,0.7870834069915965,72.91521022670528
12,0.7867289724441382,72.61440847322143,1.044083095200005,64.38292319164802,0.7765848142436788,73.45450913812044
13,0.7556765083306894,73.95083932853717,1.0593224930621328,64.27572706935123,0.7845974651318562,73.11495056426645
14,0.7319978047102785,74.98001598721024,1.0149454302376224,65.65063385533185,0.7500549954704091,74.47318485968242
