Epoch,train_loss,train_acc,intra_pre_acc,intra_pre_loss,intra_acc_best,intra_acc_worst,intra_acc_mean,intra_acc_final,intra_loss_best,intra_loss_worst,intra_loss_mean,intra_loss_final
0,1.6915855367978414,37.421074786024974,39.44036997243892,1.7843578340751785,43.929555752791146,41.97692343625917,43.0728266454898,43.929555752791146,1.6477111379305522,1.6899797157162713,1.6662918929542816,1.6574831413371223
1,1.2959282951477247,52.42638657820361,44.21450927266782,1.664219339688619,46.3259681412622,44.994627925444945,45.958798523847335,46.167141589199794,1.5731857763159842,1.6127173006534576,1.598651991429783,1.5959548432202566
2,1.123949099656863,59.68049068933031,45.471107581632175,1.7490791066416673,50.59092820105573,49.04470500303639,49.793992619236704,50.59092820105573,1.4111242718285038,1.4983772550310408,1.4541055633553435,1.4155900574156217
3,0.9934807335719084,64.91010042293892,47.45643948241229,1.5877798494128954,50.754426122296444,49.54921287429345,50.39286214789554,50.595599570234036,1.4655268862843513,1.5328296222502278,1.4834850058314346,1.4687630386934394
4,0.9218437685416295,67.62011665898294,48.960620357826876,1.807927903320108,53.28630821693839,49.90423693184472,51.68496286261503,52.286635212780865,1.4714097577546323,1.6987942900686037,1.5532103348345985,1.4720123417320705
5,0.8396734288105598,70.76309406883281,50.2639323585743,1.8126710965519859,53.87957210258327,51.78679871070211,52.89111038445369,53.87957210258327,1.5011022660349096,1.6481607625527042,1.5894875996169588,1.5011022660349096
6,0.7821828314891228,72.85573974222774,50.42275891063671,1.6921597190556072,54.70173307796515,52.613631055262296,54.14584014574672,54.70173307796515,1.4136246297331083,1.5623663702890986,1.4891272353629272,1.4136246297331083
7,0.73368017299053,74.52143759145302,50.54421450927267,1.8196115525705474,56.58429485682254,54.74377540056991,55.84248143130752,55.388424347176155,1.385205519341287,1.5009246200677895,1.4237128044877734,1.4554850874202592
8,0.694307770102452,75.92856140632203,50.34801700378381,1.9402091430411452,54.869902368384174,53.89358621011819,54.46723034521418,53.89358621011819,1.5396066460581053,1.6227976266472113,1.5779463090002537,1.604921183238427
9,0.6632209279598333,76.80851490308484,49.8902228243098,1.9221558072382496,54.8885878450974,53.594618582706595,54.34764329424954,54.8885878450974,1.5176265314221382,1.6929042020014353,1.5828189092377822,1.5176265314221382
10,0.6397990886217508,77.76463749523943,52.506189564161254,1.8229251085292726,57.13084505068436,56.028401924604104,56.66837950203205,56.52356705750456,1.4012361376413278,1.5140548536465281,1.4396558614713804,1.4243952280708723
11,0.6031683130142016,79.1436990118062,53.06675386555799,1.7810561857408,57.957677395244545,56.593637595179146,57.428878404260296,57.691409352081095,1.4203864992374466,1.5266691664499896,1.4611812258050556,1.4555115222576118
12,0.5985521904168984,79.15773016095733,52.7677862381464,1.8485146704174222,58.11650394730695,55.7948334656888,56.989769701499505,57.868921380856726,1.42198608035133,1.6075725567837555,1.5114753091973916,1.4644775479322387
13,0.5630840468865175,80.5889073743711,48.558882608492546,2.1579812921228863,54.9633297519503,53.44046339982249,54.46723034521419,54.70173307796515,1.6146206880609195,1.8336525275593711,1.6842570471266907,1.6723880870711236
14,0.5622867803543042,80.54480947703902,52.07175223057878,1.970752429394495,56.42546830476012,54.49152146494137,55.643481104311675,56.42546830476012,1.6063192882353352,1.712123610434078,1.644982021266506,1.6063192882353352
