Epoch,train_loss,train_acc,intra_pre_acc,intra_pre_loss,intra_acc_best,intra_acc_worst,intra_acc_mean,intra_acc_final,intra_loss_best,intra_loss_worst,intra_loss_mean,intra_loss_final
0,1.85481376507703,30.019200768030725,38.63827010905024,1.6246293705134165,40.88917886103085,39.62158635473949,40.188274769316806,39.95712554758132,1.5361071527004242,1.57100095422495,1.5531088555852572,1.57100095422495
1,1.4202402732561312,47.78791151646066,46.40227421008482,1.4614111667587644,47.92152111100755,46.98946779755802,47.535651039239454,47.92152111100755,1.4058473262758482,1.4522376961651302,1.422470717628797,1.4186127902496428
2,1.2788852242862476,53.0921236849474,46.877621399944076,1.4469604799080462,48.191816571907914,44.83176437692236,46.878553453257524,46.27644701276913,1.4027228630369617,1.5544072178502877,1.4670638443103858,1.5198230097691219
3,1.1876945986467249,56.46425857034282,49.04930562028148,1.3766558532203947,50.41942399105229,49.25901761580762,49.643955634262284,49.510672010438995,1.3338375116388004,1.36357362923168,1.3448841476724263,1.338196781596967
4,1.1133951582872044,59.478379135165405,52.45596048093951,1.3096259099741776,51.86410662689906,50.7829247832976,51.521111007549635,50.7829247832976,1.3048235662281513,1.331020601093769,1.3163049515159357,1.331020601093769
5,1.0483782459098054,62.066482659306374,52.42799888153603,1.4153380635238828,52.81480100661758,51.64507409823842,52.34597818995246,52.81480100661758,1.3330330096539997,1.4058834647848493,1.3713334868351619,1.3505968682113147
6,0.9869594596840842,64.74458978359135,54.37133004007829,1.3267691268452577,54.264143909031596,53.28548792990959,53.70025165439463,53.63500792245316,1.296967280762536,1.328467485450563,1.3118885451661688,1.3029014354660398
7,0.9351309114100074,66.81467258690348,54.52045857023022,1.337663807684467,55.16357535651039,54.1569577779849,54.72178208593532,54.1569577779849,1.2904070285814149,1.3173672888605368,1.3033882423880554,1.3164889686519192
8,0.8946469599938454,68.17072682907316,55.457172150247,1.3362439056592328,55.63426227980241,54.37133004007829,54.860658029639296,54.599683101873424,1.2884737888262385,1.3269332191419034,1.3102994438438187,1.3086295658279032
9,0.8531829769654042,69.66078643145725,56.28203933264983,1.2988860534415358,55.68086494547488,54.51579830366297,55.177556156212134,55.569018547860935,1.2958352296125322,1.3458464736385005,1.3188073708187968,1.3179490287743865
10,0.8381269281477575,70.4468178727149,55.3499860192003,1.3561188362184025,56.99506011743872,55.373287352036535,55.92506291359865,55.91387827383726,1.248420710010188,1.304872265529065,1.2854878254234792,1.2742311223631813
11,0.8074897910322985,71.43485739429578,55.028427626060214,1.4405259207955428,56.40320626339827,55.0563892254637,55.71907913132632,55.4478516171125,1.3192818922301133,1.3676068944235642,1.3440793148108892,1.365519955044701
12,0.758431269384711,73.13892555702228,55.70416627831112,1.3910547464731193,55.9371796066735,54.70220896635288,55.300587193587475,55.42921055084351,1.3532703997833389,1.3948013042765004,1.3765711052786735,1.3948013042765004
13,0.7307713882392629,74.13096523860955,54.90726069531177,1.4416152409144811,55.31736415322956,54.60900363500792,55.07409823841924,55.31736415322956,1.3871106049489408,1.4306252549091976,1.4061740991260323,1.3932928324100518
14,0.7602437395421441,73.01892075683027,54.50181750396123,1.3861886399487655,55.242799888153606,53.909963649920776,54.61459595488863,55.242799888153606,1.3303668915870643,1.3709620260411786,1.3534882667518797,1.3388359763083004
