Epoch,train_loss,train_acc,intra_pre_acc,intra_pre_loss,intra_acc_best,intra_acc_worst,intra_acc_mean,intra_acc_final,intra_loss_best,intra_loss_worst,intra_loss_mean,intra_loss_final
0,1.710024327573264,37.52822459786193,46.11297539149888,1.3591445904402506,51.081282624906784,47.15231170768084,48.2475764354959,51.081282624906784,1.3933146723679133,1.4192573591357185,1.406447146761985,1.3957654642207282
1,1.2380684373323874,51.65351183934459,54.32979120059657,1.1995063040937697,55.63944817300522,54.74459358687547,55.07457121551081,54.903057419835946,1.191763894898551,1.2134520159590811,1.2024594642576716,1.2071668746925535
2,1.1016955121094003,58.59326606054551,59.31674123788218,1.0861532269489198,59.29343773303505,58.063012677106634,58.61390753169277,58.090976882923194,1.0921575650572777,1.1131613669650895,1.1029453230755668,1.1131613669650895
3,0.9972253868646939,63.60875212308922,63.077926920208796,1.0222552613843054,63.24571215510813,61.76826994780015,62.28840417598807,62.5,1.0235606286497343,1.0463109761476517,1.0373640438985257,1.0317227753500144
4,0.9093641620462812,67.80297732041163,64.36428038777032,1.0328104329251109,64.40622669649515,63.62788963460105,63.99142431021626,63.9634601043997,1.0249141873348326,1.0319103495705695,1.0294343492104896,1.0319103495705695
5,0.827636253955724,71.41772404835648,65.96290082028337,0.9784690232149192,65.5900447427293,64.88627889634601,65.30294556301268,65.5900447427293,0.9983833943094526,1.0195103269957362,1.006114245667344,0.9983833943094526
6,0.762281660228739,73.88949945049455,67.1420581655481,0.9734727367758751,67.19798657718121,65.74384787472036,66.56040268456375,66.34041759880687,0.9674903778802781,1.0002378324667613,0.983216285173382,0.9977945891164598
7,0.7095178594369718,75.76181436706963,66.25186428038776,0.9944642473544393,66.17263236390752,65.80443698732289,66.0682326621924,65.80443698732289,1.0064444243907928,1.0277599773946262,1.0138554214012054,1.0277599773946262
8,0.6591237520470339,77.77799980017984,69.21140939597315,0.9068457737919831,68.97837434750187,67.80853840417599,68.42841163310962,68.97837434750187,0.9180172406846568,0.9719861025611559,0.9397181805045831,0.9180172406846568
9,0.6151036256566986,79.2846438205615,68.75466070096942,0.9028799863798278,68.61950037285608,68.0089485458613,68.33146905294556,68.0089485458613,0.9320763803663707,0.942814382414023,0.9354407771002679,0.942814382414023
10,0.5743157455835806,80.7193525826756,66.53150633855331,0.9937953533870834,67.65007457121551,66.64802386278896,67.15883668903803,67.06748695003729,0.9512482893963655,1.0016362665309793,0.9817340800982144,0.980071929150394
11,0.5405114746612051,81.71046058547307,67.64075316927666,1.001684820722966,67.70600298284862,66.81114839671886,67.26976137211037,67.40771812080537,0.9841194347966284,1.0235897378907317,1.0001805333154543,0.9841194347966284
12,0.5054374629121912,82.94934558896992,68.7313571961223,0.9496590860542797,68.4796793437733,67.82718120805369,68.18512304250558,67.83184190902311,0.9748226104392892,1.0085370936209248,0.9875071995315097,1.0085370936209248
13,0.4793611679540571,83.736637026676,67.73396718866518,0.9984192802082925,67.55219985085756,65.78579418344519,66.59489187173752,65.97222222222223,1.0065004179875057,1.1052420968633323,1.0644158213621093,1.1030994876332225
14,0.4511395962646855,84.89759216704965,67.4683072334079,1.0887061109145482,69.0203206562267,66.79716629381059,67.94369873228933,69.0203206562267,1.008528901175374,1.1395529659376258,1.0632042216048354,1.008528901175374
