Adaption Step,loss,intra_session_acc,statistical_loss
58,65.9302759134974,1.121470581740141,"tensor(-0.2317, device='cuda:0', grad_fn=<AddBackward0>)"
59,66.18661446681581,1.0988519106592451,"tensor(-0.1655, device='cuda:0', grad_fn=<AddBackward0>)"
60,65.83240119313945,1.1164996246142047,"tensor(-0.0368, device='cuda:0', grad_fn=<AddBackward0>)"
61,66.08873974645786,1.0931556579612551,"tensor(0.1745, device='cuda:0', grad_fn=<AddBackward0>)"
62,66.34507829977629,1.1060021466442518,"tensor(-0.0219, device='cuda:0', grad_fn=<AddBackward0>)"
63,64.72781506338553,1.2488218598245155,"tensor(-0.1036, device='cuda:0', grad_fn=<AddBackward0>)"
64,64.60663683818046,1.2859391759903658,"tensor(0.0989, device='cuda:0', grad_fn=<AddBackward0>)"
65,67.03952274422073,1.1255804458189578,"tensor(0.0680, device='cuda:0', grad_fn=<AddBackward0>)"
66,68.67076808351976,1.0433416513814813,"tensor(-0.1072, device='cuda:0', grad_fn=<AddBackward0>)"
67,68.92710663683818,1.0448033625171298,"tensor(0.0298, device='cuda:0', grad_fn=<AddBackward0>)"
68,68.19537658463832,1.0723760000297002,"tensor(0.0229, device='cuda:0', grad_fn=<AddBackward0>)"
69,66.4196495152871,1.1434145096157278,"tensor(0.0041, device='cuda:0', grad_fn=<AddBackward0>)"
70,65.21252796420582,1.1832647043324651,"tensor(0.0093, device='cuda:0', grad_fn=<AddBackward0>)"
71,65.30574198359433,1.1756203337794258,"tensor(-0.0060, device='cuda:0', grad_fn=<AddBackward0>)"
72,66.20991797166293,1.131295906379819,"tensor(-0.0443, device='cuda:0', grad_fn=<AddBackward0>)"
73,66.46625652498136,1.1216102524527483,"tensor(-0.1213, device='cuda:0', grad_fn=<AddBackward0>)"
74,66.62005965697242,1.1215131014940285,"tensor(-0.0481, device='cuda:0', grad_fn=<AddBackward0>)"
75,66.61073825503355,1.125197401004178,"tensor(0.1682, device='cuda:0', grad_fn=<AddBackward0>)"
76,66.09806114839672,1.1543194875121117,"tensor(0.0375, device='cuda:0', grad_fn=<AddBackward0>)"
77,65.50615212527964,1.1954902623380934,"tensor(-0.0976, device='cuda:0', grad_fn=<AddBackward0>)"
78,65.62266964951529,1.1771207579544611,"tensor(-0.1888, device='cuda:0', grad_fn=<AddBackward0>)"
