Adaption Step,loss,intra_session_acc,statistical_loss
0,18.255634887302254,2.82925290224098,"tensor(2.6440, device='cuda:0', grad_fn=<AddBackward0>)"
1,18.456297540715852,2.842948079818771,"tensor(2.3366, device='cuda:0', grad_fn=<AddBackward0>)"
2,22.44155116897662,2.557151463060152,"tensor(1.9574, device='cuda:0', grad_fn=<AddBackward0>)"
3,26.05347893042139,2.497614969100271,"tensor(1.9073, device='cuda:0', grad_fn=<AddBackward0>)"
4,28.064772037892574,2.4778995521011806,"tensor(1.5234, device='cuda:0', grad_fn=<AddBackward0>)"
5,26.599468010639786,2.579944864270233,"tensor(1.7932, device='cuda:0', grad_fn=<AddBackward0>)"
6,24.7561715432358,2.6561164742424372,"tensor(1.7322, device='cuda:0', grad_fn=<AddBackward0>)"
7,24.429511409771806,2.6377683111599515,"tensor(1.6628, device='cuda:0', grad_fn=<AddBackward0>)"
8,25.1014979700406,2.560118811825911,"tensor(1.3022, device='cuda:0', grad_fn=<AddBackward0>)"
9,25.152830276727798,2.5154130795881864,"tensor(1.3457, device='cuda:0', grad_fn=<AddBackward0>)"
10,24.802837276587802,2.5235298361097063,"tensor(1.2906, device='cuda:0', grad_fn=<AddBackward0>)"
11,24.420178263101405,2.547710874250957,"tensor(1.0111, device='cuda:0', grad_fn=<AddBackward0>)"
12,24.340846516403005,2.5792984714110694,"tensor(0.8150, device='cuda:0', grad_fn=<AddBackward0>)"
13,23.74819170283261,2.62355005244414,"tensor(1.1883, device='cuda:0', grad_fn=<AddBackward0>)"
14,24.233515329693407,2.5927067342258634,"tensor(1.0092, device='cuda:0', grad_fn=<AddBackward0>)"
15,26.32414018386299,2.4956782254434766,"tensor(0.8993, device='cuda:0', grad_fn=<AddBackward0>)"
16,27.108124504176583,2.483671381005219,"tensor(0.7208, device='cuda:0', grad_fn=<AddBackward0>)"
17,26.50146997060059,2.5287052212016925,"tensor(0.8071, device='cuda:0', grad_fn=<AddBackward0>)"
18,26.622800877315786,2.535148251624334,"tensor(1.0497, device='cuda:0', grad_fn=<AddBackward0>)"
19,25.381492370152596,2.594656071492604,"tensor(0.5480, device='cuda:0', grad_fn=<AddBackward0>)"
20,23.78552428951421,2.6566533545653024,"tensor(0.9141, device='cuda:0', grad_fn=<AddBackward0>)"
21,22.56754864902702,2.687252340572221,"tensor(0.9628, device='cuda:0', grad_fn=<AddBackward0>)"
22,22.338886555602222,2.6747930873008,"tensor(0.5168, device='cuda:0', grad_fn=<AddBackward0>)"
23,23.062205422558215,2.624509323565733,"tensor(0.2652, device='cuda:0', grad_fn=<AddBackward0>)"
24,23.174203182603016,2.6403309057156243,"tensor(0.7774, device='cuda:0', grad_fn=<AddBackward0>)"
25,23.220868915955013,2.6921823571125665,"tensor(0.0415, device='cuda:0', grad_fn=<AddBackward0>)"
26,23.398198702692614,2.7522321535008296,"tensor(0.1340, device='cuda:0', grad_fn=<AddBackward0>)"
27,23.234868635960613,2.767552978935696,"tensor(0.5403, device='cuda:0', grad_fn=<AddBackward0>)"
28,24.00951980960381,2.7162800892477943,"tensor(0.1153, device='cuda:0', grad_fn=<AddBackward0>)"
29,23.99552008959821,2.6770030827749345,"tensor(0.4846, device='cuda:0', grad_fn=<AddBackward0>)"
30,23.547529049419012,2.6735296490646543,"tensor(0.6035, device='cuda:0', grad_fn=<AddBackward0>)"
31,22.824210182463016,2.7026552593424205,"tensor(0.5749, device='cuda:0', grad_fn=<AddBackward0>)"
32,21.31690699519343,2.803941229269618,"tensor(0.1293, device='cuda:0', grad_fn=<AddBackward0>)"
33,21.083578328433433,2.8256880860953104,"tensor(-0.0564, device='cuda:0', grad_fn=<AddBackward0>)"
34,22.47421718232302,2.744992266098658,"tensor(0.1455, device='cuda:0', grad_fn=<AddBackward0>)"
35,23.192869475943816,2.682420856186322,"tensor(0.5756, device='cuda:0', grad_fn=<AddBackward0>)"
36,22.40421858229502,2.6963691257295155,"tensor(0.3478, device='cuda:0', grad_fn=<AddBackward0>)"
37,21.349573008539828,2.784625706218538,"tensor(0.3409, device='cuda:0', grad_fn=<AddBackward0>)"
38,21.106911195109433,2.8063826390675137,"tensor(0.2784, device='cuda:0', grad_fn=<AddBackward0>)"
39,22.306220542255822,2.7783245806183134,"tensor(0.4633, device='cuda:0', grad_fn=<AddBackward0>)"
40,22.20822250221662,2.7157665952330543,"tensor(0.2037, device='cuda:0', grad_fn=<AddBackward0>)"
41,22.609547809043818,2.6968910885708675,"tensor(0.0191, device='cuda:0', grad_fn=<AddBackward0>)"
42,23.132204022586215,2.639583569197428,"tensor(0.0674, device='cuda:0', grad_fn=<AddBackward0>)"
43,23.099538009239815,2.6529532422622046,"tensor(0.2543, device='cuda:0', grad_fn=<AddBackward0>)"
44,22.47888375565822,2.703777919212977,"tensor(0.4687, device='cuda:0', grad_fn=<AddBackward0>)"
45,21.25624154183583,2.7351664084763754,"tensor(0.2502, device='cuda:0', grad_fn=<AddBackward0>)"
46,20.25759484810304,2.746511485605013,"tensor(0.5130, device='cuda:0', grad_fn=<AddBackward0>)"
47,21.074245181763033,2.6583691352889653,"tensor(0.0974, device='cuda:0', grad_fn=<AddBackward0>)"
48,22.642213822390218,2.562974988704636,"tensor(0.1952, device='cuda:0', grad_fn=<AddBackward0>)"
49,23.286200942647813,2.586704513856343,"tensor(-0.1350, device='cuda:0', grad_fn=<AddBackward0>)"
50,22.880209062485417,2.6426538001923334,"tensor(0.1129, device='cuda:0', grad_fn=<AddBackward0>)"
51,21.666899995333427,2.689582729623431,"tensor(0.4680, device='cuda:0', grad_fn=<AddBackward0>)"
