Adaption Step,loss,intra_session_acc,statistical_loss
0,32.461344420049514,4.531134100542182,"tensor(0.3061, device='cuda:0', grad_fn=<AddBackward0>)"
1,46.55953660017751,2.3674597710016227,"tensor(1.3383, device='cuda:0', grad_fn=<AddBackward0>)"
2,46.46143784743308,2.4259493484028747,"tensor(0.6439, device='cuda:0', grad_fn=<AddBackward0>)"
3,49.64731162703789,2.1121189548146155,"tensor(0.5142, device='cuda:0', grad_fn=<AddBackward0>)"
4,50.413416172280094,1.9350949199426741,"tensor(0.4016, device='cuda:0', grad_fn=<AddBackward0>)"
5,49.37170084551782,1.9107698478869029,"tensor(0.4459, device='cuda:0', grad_fn=<AddBackward0>)"
6,48.19918718176297,1.9727745987474918,"tensor(0.3756, device='cuda:0', grad_fn=<AddBackward0>)"
7,47.41439715980754,2.035571599822669,"tensor(0.3828, device='cuda:0', grad_fn=<AddBackward0>)"
8,47.88153407763816,1.9714465830475092,"tensor(0.1095, device='cuda:0', grad_fn=<AddBackward0>)"
9,49.34834399962629,1.8237978796518983,"tensor(0.2379, device='cuda:0', grad_fn=<AddBackward0>)"
10,50.8712103517541,1.7118532187527133,"tensor(0.1692, device='cuda:0', grad_fn=<AddBackward0>)"
11,51.11412154902602,1.6675686467261541,"tensor(0.1462, device='cuda:0', grad_fn=<AddBackward0>)"
12,51.84285514084178,1.6379528515750454,"tensor(0.0668, device='cuda:0', grad_fn=<AddBackward0>)"
13,52.749100761433176,1.6570840077031226,"tensor(0.2408, device='cuda:0', grad_fn=<AddBackward0>)"
14,52.38006259634699,1.7522870082230795,"tensor(-0.0620, device='cuda:0', grad_fn=<AddBackward0>)"
15,51.72607091138413,1.8702350870839186,"tensor(0.1504, device='cuda:0', grad_fn=<AddBackward0>)"
16,51.529873405895266,1.9240972571784543,"tensor(0.1284, device='cuda:0', grad_fn=<AddBackward0>)"
17,52.641659270332134,1.8346023057543097,"tensor(-0.0775, device='cuda:0', grad_fn=<AddBackward0>)"
18,53.295650955294995,1.7467007113709336,"tensor(0.2404, device='cuda:0', grad_fn=<AddBackward0>)"
19,52.35670575045546,1.734720912362848,"tensor(0.0121, device='cuda:0', grad_fn=<AddBackward0>)"
20,51.81949829495025,1.7103781923651695,"tensor(0.0478, device='cuda:0', grad_fn=<AddBackward0>)"
21,51.898911570981454,1.683760510846263,"tensor(0.1142, device='cuda:0', grad_fn=<AddBackward0>)"
22,52.33334890456393,1.6401700035092377,"tensor(0.2467, device='cuda:0', grad_fn=<AddBackward0>)"
23,51.20754893259214,1.671310341251748,"tensor(0.1619, device='cuda:0', grad_fn=<AddBackward0>)"
24,50.343345634605505,1.7188469343596982,"tensor(-0.0096, device='cuda:0', grad_fn=<AddBackward0>)"
25,50.30597468117905,1.787362206904661,"tensor(0.0560, device='cuda:0', grad_fn=<AddBackward0>)"
26,51.006680057924974,1.7911439498975164,"tensor(0.2297, device='cuda:0', grad_fn=<AddBackward0>)"
27,51.66067174288784,1.776551393525941,"tensor(0.0347, device='cuda:0', grad_fn=<AddBackward0>)"
28,51.10477881066941,1.8427852550078005,"tensor(0.0040, device='cuda:0', grad_fn=<AddBackward0>)"
29,50.03036389965899,1.8914875088348275,"tensor(0.1807, device='cuda:0', grad_fn=<AddBackward0>)"
30,49.184846078385576,1.9091168469971134,"tensor(0.0585, device='cuda:0', grad_fn=<AddBackward0>)"
31,50.06773485308544,1.815180121610562,"tensor(-0.0547, device='cuda:0', grad_fn=<AddBackward0>)"
32,50.31998878871397,1.7719073595390433,"tensor(-0.0053, device='cuda:0', grad_fn=<AddBackward0>)"
33,50.446115756528236,1.7688612311723686,"tensor(-0.0692, device='cuda:0', grad_fn=<AddBackward0>)"
34,50.77311159900967,1.7717422952964192,"tensor(0.1163, device='cuda:0', grad_fn=<AddBackward0>)"
35,50.54421450927267,1.8269272962851184,"tensor(-0.0468, device='cuda:0', grad_fn=<AddBackward0>)"
36,51.2542626243752,1.8484146204732714,"tensor(0.1916, device='cuda:0', grad_fn=<AddBackward0>)"
37,52.197879198393046,1.8198908700474672,"tensor(0.0924, device='cuda:0', grad_fn=<AddBackward0>)"
38,53.356378754612976,1.730703930769648,"tensor(0.0450, device='cuda:0', grad_fn=<AddBackward0>)"
39,53.96832811697109,1.6810034547178518,"tensor(0.0108, device='cuda:0', grad_fn=<AddBackward0>)"
40,54.15051151492502,1.6790098523100216,"tensor(0.1045, device='cuda:0', grad_fn=<AddBackward0>)"
41,54.17853972999486,1.7039507462510042,"tensor(0.0058, device='cuda:0', grad_fn=<AddBackward0>)"
42,53.18820946419395,1.7693876579758667,"tensor(0.0623, device='cuda:0', grad_fn=<AddBackward0>)"
43,53.758116503947306,1.7543596614684378,"tensor(0.0201, device='cuda:0', grad_fn=<AddBackward0>)"
44,53.916943056009714,1.7294274839971746,"tensor(-0.0532, device='cuda:0', grad_fn=<AddBackward0>)"
45,54.62699117111225,1.6667296881122249,"tensor(0.1113, device='cuda:0', grad_fn=<AddBackward0>)"
46,55.56593637595179,1.5945779714910757,"tensor(0.0132, device='cuda:0', grad_fn=<AddBackward0>)"
47,55.402438454711074,1.60327511724262,"tensor(0.0287, device='cuda:0', grad_fn=<AddBackward0>)"
48,54.09445508478535,1.6984625341636794,"tensor(-0.0138, device='cuda:0', grad_fn=<AddBackward0>)"
49,52.613631055262296,1.7967072283583028,"tensor(-0.0842, device='cuda:0', grad_fn=<AddBackward0>)"
50,52.6930443312935,1.796077757896412,"tensor(0.1609, device='cuda:0', grad_fn=<AddBackward0>)"
51,53.31900780118653,1.7597721226158596,"tensor(0.0947, device='cuda:0', grad_fn=<AddBackward0>)"
52,53.89358621011819,1.7257461372230734,"tensor(0.1314, device='cuda:0', grad_fn=<AddBackward0>)"
53,53.753445134769,1.7396664511234987,"tensor(0.1032, device='cuda:0', grad_fn=<AddBackward0>)"
54,53.55724762928014,1.763883727114825,"tensor(0.0054, device='cuda:0', grad_fn=<AddBackward0>)"
55,53.73008828887747,1.7459938139432953,"tensor(0.0418, device='cuda:0', grad_fn=<AddBackward0>)"
56,53.977670855327695,1.7356983032964526,"tensor(0.2123, device='cuda:0', grad_fn=<AddBackward0>)"
57,54.10846919232027,1.7512915361495245,"tensor(0.0283, device='cuda:0', grad_fn=<AddBackward0>)"
58,54.66903349371701,1.7191217635713874,"tensor(-0.0614, device='cuda:0', grad_fn=<AddBackward0>)"
59,54.991357967020136,1.6731121309456372,"tensor(0.2106, device='cuda:0', grad_fn=<AddBackward0>)"
60,55.24828327182697,1.6377864877382915,"tensor(-0.2090, device='cuda:0', grad_fn=<AddBackward0>)"
61,55.033400289624886,1.6276236405330045,"tensor(0.1540, device='cuda:0', grad_fn=<AddBackward0>)"
62,55.24828327182697,1.6410353338079793,"tensor(0.0737, device='cuda:0', grad_fn=<AddBackward0>)"
