Adaption Step,loss,intra_session_acc,statistical_loss
0,46.612744868857824,2.049906108617073,"tensor(0.3098, device='cuda:0', grad_fn=<AddBackward0>)"
1,55.50049090654075,1.4857235420495272,"tensor(0.5885, device='cuda:0', grad_fn=<AddBackward0>)"
2,56.393473280658284,1.4187718840049846,"tensor(-0.0882, device='cuda:0', grad_fn=<AddBackward0>)"
3,56.150357660479685,1.5125235627804483,"tensor(-0.0966, device='cuda:0', grad_fn=<AddBackward0>)"
4,54.62620973397541,1.581353783607483,"tensor(0.2288, device='cuda:0', grad_fn=<AddBackward0>)"
5,55.83243723409229,1.473064942374116,"tensor(0.3268, device='cuda:0', grad_fn=<AddBackward0>)"
6,58.6609939688625,1.3216191306710243,"tensor(0.5989, device='cuda:0', grad_fn=<AddBackward0>)"
7,58.5768385618776,1.3098398074507713,"tensor(0.4057, device='cuda:0', grad_fn=<AddBackward0>)"
8,57.777362195521064,1.3238123463732856,"tensor(0.2130, device='cuda:0', grad_fn=<AddBackward0>)"
9,56.58048529618028,1.3591658043719472,"tensor(0.1334, device='cuda:0', grad_fn=<AddBackward0>)"
10,56.20178596474823,1.3651471087442977,"tensor(0.0435, device='cuda:0', grad_fn=<AddBackward0>)"
11,56.65529010238908,1.3445301696303344,"tensor(0.2581, device='cuda:0', grad_fn=<AddBackward0>)"
12,56.19711066436019,1.328136028810626,"tensor(-0.0123, device='cuda:0', grad_fn=<AddBackward0>)"
13,55.93529384262939,1.3252975126462323,"tensor(-0.0445, device='cuda:0', grad_fn=<AddBackward0>)"
14,56.056851652718684,1.3223322959882873,"tensor(0.1200, device='cuda:0', grad_fn=<AddBackward0>)"
15,56.32334377483753,1.3133288520787443,"tensor(0.0649, device='cuda:0', grad_fn=<AddBackward0>)"
16,56.54308289307588,1.3245367186055297,"tensor(-0.1846, device='cuda:0', grad_fn=<AddBackward0>)"
17,56.940483426060126,1.334923929756596,"tensor(-0.1615, device='cuda:0', grad_fn=<AddBackward0>)"
18,57.566973678058815,1.3415109623400938,"tensor(0.1483, device='cuda:0', grad_fn=<AddBackward0>)"
19,57.96904951143111,1.331617453268596,"tensor(0.0799, device='cuda:0', grad_fn=<AddBackward0>)"
20,58.08125672074431,1.3315316786368687,"tensor(0.1048, device='cuda:0', grad_fn=<AddBackward0>)"
21,58.198139230445555,1.3343484009660425,"tensor(0.1030, device='cuda:0', grad_fn=<AddBackward0>)"
22,58.36645004441535,1.332491519905272,"tensor(0.3454, device='cuda:0', grad_fn=<AddBackward0>)"
23,58.64696806769835,1.3320210254972888,"tensor(0.0149, device='cuda:0', grad_fn=<AddBackward0>)"
24,58.319697040534855,1.363756649196148,"tensor(0.0743, device='cuda:0', grad_fn=<AddBackward0>)"
25,57.36126046098462,1.3904649035206862,"tensor(0.2852, device='cuda:0', grad_fn=<AddBackward0>)"
26,57.09944363925382,1.38059598810616,"tensor(0.1354, device='cuda:0', grad_fn=<AddBackward0>)"
27,56.875029220627425,1.3452708405398188,"tensor(0.1155, device='cuda:0', grad_fn=<AddBackward0>)"
28,54.986207863855256,1.3974062869591373,"tensor(-0.0848, device='cuda:0', grad_fn=<AddBackward0>)"
29,54.25218570293141,1.4106864586827301,"tensor(0.1566, device='cuda:0', grad_fn=<AddBackward0>)"
30,55.69217822245079,1.3512872604741937,"tensor(-0.0193, device='cuda:0', grad_fn=<AddBackward0>)"
31,56.19243536397214,1.3498117561851228,"tensor(0.0285, device='cuda:0', grad_fn=<AddBackward0>)"
32,56.50100518958343,1.3532434625639802,"tensor(-0.0752, device='cuda:0', grad_fn=<AddBackward0>)"
33,56.58048529618028,1.3267599001881623,"tensor(-0.0021, device='cuda:0', grad_fn=<AddBackward0>)"
