Epoch,train_loss,train_acc,intra_pre_acc,intra_pre_loss,intra_acc_best,intra_acc_worst,intra_acc_mean,intra_acc_final,intra_loss_best,intra_loss_worst,intra_loss_mean,intra_loss_final
0,1.8559813502499514,31.058163980378417,36.07461779419328,1.7675265226335752,39.038758240216936,37.17798868577306,37.771751835055404,37.56603861798121,1.641963206231594,1.7093799309361548,1.6800544644395512,1.67717440142518
1,1.5640879457868884,39.62959255180699,42.71354434522418,1.4862639666313218,43.28860629295432,42.554584132030485,42.92673804291926,43.23250268829772,1.5188915048326765,1.5455729737877846,1.528312648619924,1.5261573099664278
2,1.4820128709763822,43.94233657022725,44.9062602272196,1.461142269273599,45.57482818271074,44.66781990742905,45.139090186544486,45.57482818271074,1.4851149760541462,1.5025246547801154,1.4927687247594197,1.4851149760541462
3,1.41189757180031,47.424166583241565,46.580017766141474,1.4254457517748786,48.183645799242605,47.76286876431811,47.92743933797747,47.99195848333255,1.4118088600890977,1.4188669934159233,1.414870338212876,1.4188669934159233
4,1.3225697469528375,51.93713084392832,53.532189443171724,1.2917024021347363,53.747253261022024,52.751414278367385,53.27504792182898,53.747253261022024,1.2934240815894944,1.3163829850299018,1.304318705910728,1.2934240815894944
5,1.2319032940108452,56.31995194714185,57.21632614895507,1.2497452499256247,56.991911730328674,56.11295525737528,56.41778484267614,56.57580999579223,1.2617645143043428,1.2937743677979423,1.2737726867908523,1.267020700410718
6,1.157060922564143,59.36329962959255,58.165412127729205,1.185690871484223,58.282294637430454,57.688531488148115,58.055075038571225,58.21684043199775,1.1973879807406949,1.2249035051181203,1.207902214498747,1.204749128648213
7,1.0924584426538413,61.85203724096506,57.76801159474496,1.2067196817979926,59.067745102622844,58.35709944363926,58.58151386226566,58.5113843564449,1.2126581012493087,1.2321309136847656,1.2200338558426924,1.2177034451493196
8,1.03673853090657,63.81219341275403,60.64799663378372,1.1489175790477366,60.400205713217076,59.72696245733788,59.96540277712843,59.72696245733788,1.1810859220013732,1.2072208908696969,1.1981135818575108,1.2051177303351106
9,0.9894743041919015,65.54610071078186,61.297863387722664,1.1469751752558208,60.26462200196362,59.708261255785686,59.96540277712843,59.708261255785686,1.1710136369580315,1.1983007668029695,1.1846002471588908,1.1983007668029695
10,0.946187027275105,67.12383621984182,59.853195567815234,1.2233190532951128,59.19865351348824,58.3898265463556,58.82649960259947,58.3898265463556,1.2280170468702203,1.2688557390301,1.248214414680288,1.2688557390301
11,0.9087127761157883,68.55941535689259,61.30721398849876,1.1298690684849308,60.61994483145542,59.43709383327879,59.94109121511057,59.43709383327879,1.1586111326302801,1.1993074057002862,1.1832228959316298,1.1993074057002862
12,0.8786604892262413,69.59255180698769,61.55500490906541,1.1356150229417143,60.20384309691898,59.44176913366684,59.792416662770584,59.61943054841274,1.182069521574747,1.2186243287509395,1.2042361148056528,1.2186243287509395
13,0.8474865971928667,70.82791070177194,61.872925335452805,1.1515518293849059,61.00799476366357,60.367478610500726,60.74150264154472,60.367478610500726,1.2129264823382808,1.232746140233108,1.2228839810760248,1.232746140233108
14,0.8202329654522869,71.55871458604464,61.92435363972135,1.159334334766581,60.95189115900697,60.147739492262374,60.561036046565995,60.147739492262374,1.204825703409456,1.2513787341969353,1.2314053988172895,1.2513787341969353
