Epoch,train_loss,train_acc,intra_session_loss,intra_session_acc,inter_session_loss,inter_session_acc
0,1.699650632684881,34.00888079243994,1.4677576880369867,42.569681124235494,1.5260412036508755,40.614684120660215
1,1.5075806270946155,41.16190367755892,1.4274549005287034,41.883374573976376,1.4898638725280762,41.45702902675014
2,1.4596001026847145,43.90584082887396,1.4581881449336098,41.374480601335264,1.3810741296712903,47.39897552646556
3,1.3212346094304865,50.66321302516224,1.3371704085951759,49.7548905177646,1.307086317435555,50.256118383608424
4,1.3305002095482565,49.76374814983491,1.4704988272417159,41.934730846444744,1.3476577668950178,49.721115537848604
5,1.2473743744329973,53.63770921097575,1.437385336628982,45.15150100378169,1.1903288735859636,56.22083096186682
6,1.1642409833994778,57.309575315951264,1.4547510830064614,43.34936271534619,1.2070689374122068,54.26294820717131
7,1.108392452543432,59.56962313560287,1.3919087105563708,49.54012792380597,1.0789060057073399,61.27490039840637
8,1.0622061835635792,61.43686667425708,1.3553979010099457,51.795135160371636,1.0488575731498608,62.3562891291975
9,1.0374392494288358,62.094386883752705,1.4546987545632182,49.39072785844344,1.0473878668702168,61.73022196926579
10,1.006682573665272,63.30980302857794,1.335404485020609,52.58882300761007,0.9790560516758241,64.14342629482071
11,0.968930348482999,64.57076169873619,1.246264073997736,56.41253093048228,0.9502597503040148,65.78258394991462
12,0.9411824965476989,65.67232153022886,1.2255059529450678,56.580606004015124,0.9348275359126105,65.7256687535572
13,0.923489207571203,66.21598542639188,1.3547060670597213,53.95209860404314,0.9190535709477853,66.45418326693228
14,0.9122236670147289,67.11260389388592,1.177499480811613,57.733787758532145,0.9194229694380276,66.78429140580535
