Epoch,train_loss,train_acc,intra_pre_acc,intra_pre_loss,intra_acc_best,intra_acc_worst,intra_acc_mean,intra_acc_final,intra_loss_best,intra_loss_worst,intra_loss_mean,intra_loss_final
0,1.7592684775590897,32.459540459540456,34.799869226098735,1.7216465168056034,40.339078043996075,33.408061276913735,36.81098500770632,37.728270515155764,1.7372972511109852,1.794573276525452,1.7603535432191122,1.794573276525452
1,1.6645224015323483,36.53346653346654,41.86165989444678,1.581929243746258,42.627621316145905,39.48437718929522,41.025641025641036,41.403951240016816,1.5440968665338697,1.6358227942671095,1.5778495425269718,1.5440968665338697
2,1.3816205713213707,46.383616383616385,49.38582971369856,1.3300514157329286,51.39881369389566,50.03035822707954,50.83742001774789,51.39881369389566,1.313796915113926,1.3395570246946245,1.325164831323283,1.313796915113926
3,1.2336655599730355,52.75524475524476,48.56849283078791,1.298947044781276,52.785951146606884,51.66036149642707,52.42725701742095,52.715893699500256,1.2643636795026916,1.2838303517727625,1.2708655146615846,1.2643636795026916
4,1.147472574090471,56.807192807192806,56.12068562888235,1.174440329983121,56.90999953295035,56.31217598430713,56.57652608472281,56.90999953295035,1.1645669830696923,1.1800858286165057,1.1721650652942204,1.1645669830696923
5,1.0611933258419135,60.297702297702294,59.07710989678203,1.1270574121957733,59.380692167577415,59.22189528746906,59.299425528933725,59.380692167577415,1.103869293772039,1.1103509426826523,1.1064761246244115,1.103869293772039
6,0.9834940996097059,63.54045954045954,61.1694923170333,1.0714222340001947,61.697258418569895,61.090093876979125,61.359114473868566,61.30960721124656,1.0489914536121345,1.0653105722296805,1.056563779924597,1.05548538622402
7,0.9095367000115161,65.90409590409591,61.370323665405635,1.0482259474339939,63.08439587128112,62.81350707580216,62.950819672131146,63.04236140301714,1.0029470441596848,1.0098069664977847,1.005712897649833,1.0049268161611897
8,0.8478017159100926,67.8041958041958,63.01433842417449,0.9932628428297383,64.31273644388399,63.3132501984961,63.60468917845967,63.3692961561814,0.9714011351267496,0.9852856436655635,0.9818340048193932,0.9834668932571298
9,0.8010266698440727,69.33066933066932,65.00864041847649,0.9346993851164976,65.66718042127879,65.05534538321423,65.3075521927981,65.05534538321423,0.9329661638254211,0.9398633401308741,0.9372356036234469,0.9398633401308741
10,0.762061742191412,71.07892107892107,60.34748493764887,1.1469689022217477,64.23800850030358,61.781327355097844,62.81537527439167,62.827518565223485,0.9868212654477074,1.0721932866034054,1.0409452800239838,1.0450105750489802
11,0.7310761035876159,72.13386613386614,63.98113119424595,1.0154041852802038,65.44766708701135,64.54626126757275,64.84704124048386,64.54626126757275,0.9677520220478376,0.9831238230246873,0.9793273678492932,0.9831238230246873
12,0.6984176952771994,73.36863136863137,66.35374340292373,0.9866216329946405,66.70870113493065,66.2463219840269,66.43968053804119,66.2463219840269,0.9473673543404966,0.9566224162422475,0.9506216129731564,0.9566224162422475
13,0.6901330004389189,73.85214785214785,61.04338891224137,1.1243159637919493,64.42482835925459,64.18663303909206,64.28377936574657,64.18663303909206,1.0015638804151898,1.0111062624270009,1.0050046721739427,1.0111062624270009
14,0.6486795288035456,75.05094905094906,66.79744056793237,0.9705313786509491,66.86282751856523,66.70870113493065,66.8011769651114,66.70870113493065,0.9513929949275085,0.9560194418189072,0.9534518306808814,0.9540175619934287
