Epoch,train_loss,train_acc,intra_session_loss,intra_session_acc,inter_session_loss,inter_session_acc
0,1.7432987693780528,31.75408770438522,1.611993969905944,37.11436294156026,1.6488470397418058,36.47
1,1.6258124288278646,38.86194309715486,1.5540750672419865,38.880603970547114,1.5130558889123458,42.32
2,1.4586019523608418,45.00975048752437,1.5352204892606962,41.550936713580015,1.4938593665255775,42.45
3,1.39814764546891,47.74488724436222,1.4583636447787285,45.89896542082207,1.3513410544093651,49.41
4,1.3566109201016898,49.949997499874996,1.4543578088993119,45.97818995246528,1.312366636493538,50.65
5,1.3286836330121317,50.80754037701885,1.4180093450205666,45.954888619629045,1.2930966751484931,52.44
6,1.286116085113428,52.8126406320316,1.5466008720298607,43.279895610028895,1.4616971498803248,46.74
7,1.2643160797155704,53.69268463423171,1.7917012096870513,43.72728120048467,1.8172624307342722,41.97
8,1.244803489206698,54.315215760788035,1.5182687072526841,44.3470966539286,1.28574220213709,53.21
9,1.235910627788629,54.61023051152558,1.4125684684231168,48.25240003728213,1.2820293722273428,51.83
10,1.2120016900876078,55.83529176458823,1.5283313170075417,44.54748811632025,1.4035068252418614,48.46
11,1.1793438607511428,57.06285314265713,1.3985633860741342,50.01398079970174,1.2782883402667469,52.9
12,1.1582864623861953,57.94289714485724,1.362264778819822,50.647777052847424,1.2421103459370286,54.72
13,1.1507095490781645,58.34541727086354,1.490551991920386,46.38829341038307,1.2768030604229699,53.18
14,1.171032490821692,57.57037851892595,1.34854915560711,52.13906235436667,1.120230007020733,59.29
