Epoch,train_loss,train_acc,intra_pre_acc,intra_pre_loss,intra_acc_best,intra_acc_worst,intra_acc_mean,intra_acc_final,intra_loss_best,intra_loss_worst,intra_loss_mean,intra_loss_final
0,1.7465901936209478,32.77773982740169,37.55077267846305,1.6120979232447488,39.56767356085718,38.316448013446006,39.1670946356039,39.50697978430365,1.5714206986484074,1.601131293745268,1.5923965959321884,1.5989019210849489
1,1.5675415223421052,39.39249037957966,41.257761800270785,1.4866682723874138,45.165507259909425,42.275549745553015,43.718194126709925,45.165507259909425,1.47783129910628,1.5154425728888739,1.5016164930093856,1.47783129910628
2,1.439383415115434,45.034952296377256,48.03212101405294,1.3537519183896838,49.46075913908212,47.99477099771231,48.944395163172885,49.46075913908212,1.35103604303939,1.3603533534776597,1.3555248308749426,1.3570217862725258
3,1.2761085731692092,51.840972744039895,51.45898501330594,1.2825002915092878,53.158410756804706,52.10794154722443,52.67566179560204,53.158410756804706,1.2790346833921613,1.295289433783009,1.2864778803217978,1.2892783667360033
4,1.249235724640447,53.96998884258943,54.19020495821467,1.238343040325812,56.557262243802235,54.913861524814415,55.77197815024044,56.557262243802235,1.2250200050572555,1.2427063813166959,1.2334470214233513,1.2250200050572555
5,1.066577748503796,61.09251542682787,54.77379896353705,1.27158122066231,57.50501890844577,56.38451841822681,56.95037116578739,56.627293524440915,1.1933641910907768,1.2367980042028994,1.217698797619059,1.2367980042028994
6,0.9814739125066025,64.3372725823713,59.741351136841125,1.1077701610823472,58.96633829777301,58.340725524067416,58.69741818012045,58.714225687473736,1.143576951963561,1.1659989287810666,1.1526502034848645,1.151097202584857
7,0.9147559704129086,66.75319352414782,58.821606984453055,1.1259154487578642,59.526588542882486,58.71889443951632,59.05691208739904,58.71889443951632,1.123002057628972,1.1484891827262582,1.136782658064649,1.1484891827262582
8,0.9035825621076795,66.92169319397955,61.436108128297306,1.058305019424075,60.7918203464214,59.587282319436014,60.3959101732107,60.49302021569635,1.0867352718043894,1.114827013973679,1.0978738086209412,1.1001667380332947
9,0.8331667065273883,69.60402577589544,60.58172650450535,1.1141073911317758,61.66487697838368,60.7031140576124,61.148513002474445,61.347401839488306,1.072453391161703,1.1033347331519638,1.0838732662832453,1.079545591381334
10,0.8129601485507433,70.12318692078239,61.4594518885102,1.0892152446543886,62.005695877491945,61.711564498809466,61.860964564171994,61.81427704374621,1.074320457964426,1.0902987652059113,1.0839110285398506,1.0902987652059113
11,0.7790063539909762,71.58503540770089,62.22512722349316,1.0578694193668308,61.85162706008684,61.69288949063915,61.75078201596714,61.70689574676689,1.0755642200154918,1.0860965642191114,1.07979236596397,1.0860965642191114
12,0.747782776002274,72.52772274973245,63.74714038937392,0.9893280614522242,62.5285961062608,61.622858210000466,62.10840842242868,61.837620803959105,1.0153046131488823,1.046847070256869,1.0336872998092854,1.0441272225053537
13,0.7148584432380144,74.08748320695858,64.35874690695177,0.9992483211237759,63.32695270554181,62.533264858303376,63.02441757318269,62.533264858303376,1.0386690364352293,1.0668138859882241,1.0490889504551888,1.0668138859882241
14,0.6929436369344245,74.60436732928024,64.12530930482282,1.026229053292246,63.85452168635324,63.32695270554181,63.60894532891358,63.42032774639339,1.0412920510307664,1.068597094288894,1.0543343721578515,1.068597094288894
