Epoch,train_loss,train_acc,intra_session_loss,intra_session_acc,inter_session_loss,inter_session_acc
0,1.851076444117025,29.225422542254226,1.7116020669539769,32.34691024326592,1.703301905076715,33.303339332133575
1,1.6316103059262894,37.45124512451245,1.53447906318165,40.6887873986392,1.5303738766078707,42.04159168166367
2,1.4726286799001236,44.78947894789479,1.456439258087249,45.22322676857116,1.4488071821912933,46.37072585482903
3,1.496505310360235,43.57685768576858,1.4809113921863692,42.94901668375431,1.4532252791561657,45.900819836032795
4,1.4048262556520894,47.58975897589759,1.5215198539552235,40.92646099356883,1.3933586319790612,47.510497900419914
5,1.3130382505087808,51.62016201620162,1.4996756483756362,45.05545717215025,1.2970675803438019,52.1495700859828
6,1.2738127428502701,53.16281628162817,1.4101362526416779,46.56072327337124,1.3094781697550906,50.61987602479504
7,1.2266613762980452,55.62806280628063,1.4178321624086017,48.25706030384938,1.192335463022884,56.26874625074985
8,1.1912306284371275,56.8106810681068,1.4660208377809751,45.926927020225556,1.243442083461375,54.029194161167766
9,1.1563016625638969,58.36083608360836,1.432584765234164,48.63454189579644,1.1924975642675086,56.70865826834633
10,1.1359764091884748,59.16591659165916,1.3847037092560814,50.76894398359586,1.156078516682492,58.108378324335135
11,1.117051937519171,59.94099409940994,1.3863595427856559,51.234970640320626,1.0906266637995272,60.70785842831434
12,1.0854868890759282,61.008600860086005,1.3786640979704403,51.95265169167676,1.0868234558950496,60.497900419916014
13,1.0735902430150455,61.48614861486149,1.308748300586428,52.749557274676114,1.0772665346725077,61.20775844831034
14,1.0471244978066832,62.25872587258726,1.3196680173277855,52.66101220989841,1.065484201606316,61.44771045790842
