Adaption Step,loss,intra_session_acc,statistical_loss
0,40.758205331714834,3.331190221233382,"tensor(-0.4868, device='cuda:0', grad_fn=<AddBackward0>)"
1,49.23665904103833,1.7723653312949907,"tensor(1.9386, device='cuda:0', grad_fn=<AddBackward0>)"
2,52.532797983099115,1.467453142007192,"tensor(0.9873, device='cuda:0', grad_fn=<AddBackward0>)"
3,55.581493066903214,1.2615376542366685,"tensor(0.5199, device='cuda:0', grad_fn=<AddBackward0>)"
4,55.058592838134366,1.3229858210931222,"tensor(0.4158, device='cuda:0', grad_fn=<AddBackward0>)"
5,55.10528035856016,1.253281506488011,"tensor(0.5202, device='cuda:0', grad_fn=<AddBackward0>)"
6,55.744899388393485,1.2034979052841663,"tensor(0.3321, device='cuda:0', grad_fn=<AddBackward0>)"
7,56.03436201503338,1.2011760849328268,"tensor(0.3250, device='cuda:0', grad_fn=<AddBackward0>)"
8,58.15864419440683,1.1219764424576646,"tensor(0.1745, device='cuda:0', grad_fn=<AddBackward0>)"
9,58.00457537700173,1.1168814870928014,"tensor(0.1153, device='cuda:0', grad_fn=<AddBackward0>)"
10,56.71133106120734,1.1491813153205883,"tensor(0.3173, device='cuda:0', grad_fn=<AddBackward0>)"
11,57.66842522993604,1.114570321426505,"tensor(0.0802, device='cuda:0', grad_fn=<AddBackward0>)"
12,57.23423128997619,1.1371515720550502,"tensor(0.0578, device='cuda:0', grad_fn=<AddBackward0>)"
13,56.68331854895187,1.1668130118577253,"tensor(0.1352, device='cuda:0', grad_fn=<AddBackward0>)"
14,57.458331388019985,1.144001910241232,"tensor(0.2162, device='cuda:0', grad_fn=<AddBackward0>)"
15,58.42009430879126,1.1500021745672537,"tensor(0.3088, device='cuda:0', grad_fn=<AddBackward0>)"
16,57.91586908819273,1.2076605839122618,"tensor(0.2546, device='cuda:0', grad_fn=<AddBackward0>)"
17,58.518138101685416,1.1802760149307905,"tensor(0.4167, device='cuda:0', grad_fn=<AddBackward0>)"
18,59.61062607964891,1.1213212190639406,"tensor(-0.0207, device='cuda:0', grad_fn=<AddBackward0>)"
19,60.161538820673236,1.0997186630875582,"tensor(0.1573, device='cuda:0', grad_fn=<AddBackward0>)"
20,60.49302021569635,1.0877171382751494,"tensor(-0.0226, device='cuda:0', grad_fn=<AddBackward0>)"
21,60.60973901676082,1.0908267188018985,"tensor(0.0058, device='cuda:0', grad_fn=<AddBackward0>)"
22,60.455670199355716,1.103637937367672,"tensor(-0.1066, device='cuda:0', grad_fn=<AddBackward0>)"
23,60.15687006863065,1.1034763994671049,"tensor(-0.3228, device='cuda:0', grad_fn=<AddBackward0>)"
24,60.007470003268125,1.1033303990427936,"tensor(-0.3687, device='cuda:0', grad_fn=<AddBackward0>)"
25,59.675988608245014,1.1069477252839577,"tensor(-0.0766, device='cuda:0', grad_fn=<AddBackward0>)"
26,59.49390727858444,1.10802756950614,"tensor(-0.1926, device='cuda:0', grad_fn=<AddBackward0>)"
27,59.498576030627014,1.1117697274755864,"tensor(-0.0042, device='cuda:0', grad_fn=<AddBackward0>)"
28,59.76002614501144,1.124775472939724,"tensor(-0.2242, device='cuda:0', grad_fn=<AddBackward0>)"
